cluster_id,cluster_size,n_records,n_pro,n_con,first_seen,last_seen,time_span_minutes,support_n,evidence_tier,primary_explanation,secondary_explanation,score,is_low_power,caveat_flags,evidence_kinds,score_primary_driver,score_detector_breakdown,score_signal_breakdown
cluster_0225,2,5,1,4,2025-03-28T06:42:00-07:00,2025-03-29T16:16:00-07:00,2014.0,5,watch,potential_manipulation,none,0.25357142857142856,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0225:heuristic (100.0%)
cluster_0235,2,5,0,5,2025-03-28T17:48:00-07:00,2025-03-31T04:38:00-07:00,3530.0,5,watch,potential_manipulation,none,0.25357142857142856,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0235:heuristic (100.0%)
cluster_0240,2,5,0,4,2025-03-27T06:59:00-07:00,2025-03-31T07:45:00-07:00,5806.0,5,watch,potential_manipulation,none,0.25357142857142856,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0240:heuristic (100.0%)
cluster_0262,2,5,0,5,2025-03-27T20:32:00-07:00,2025-03-31T11:43:00-07:00,5231.0,5,watch,potential_manipulation,none,0.25357142857142856,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0262:heuristic (100.0%)
cluster_0263,2,5,0,5,2025-03-27T21:06:00-07:00,2025-03-31T09:44:00-07:00,5078.0,5,watch,potential_manipulation,none,0.25357142857142856,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0263:heuristic (100.0%)
cluster_0268,2,5,0,5,2025-03-29T06:58:00-07:00,2025-03-31T06:21:00-07:00,2843.0,5,watch,potential_manipulation,none,0.25357142857142856,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0268:heuristic (100.0%)
cluster_0314,2,5,0,5,2025-03-26T20:28:00-07:00,2025-03-28T21:12:00-07:00,2924.0,5,watch,potential_manipulation,none,0.25357142857142856,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0314:heuristic (100.0%)
cluster_0352,2,5,0,5,2025-03-28T21:44:00-07:00,2025-03-30T19:08:00-07:00,2724.0,5,watch,potential_manipulation,none,0.25357142857142856,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0352:heuristic (100.0%)
cluster_0387,2,5,0,5,2025-03-28T10:29:00-07:00,2025-03-31T09:30:00-07:00,4261.0,5,watch,potential_manipulation,none,0.25357142857142856,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0387:heuristic (100.0%)
cluster_0405,2,5,0,5,2025-03-28T11:11:00-07:00,2025-03-31T10:26:00-07:00,4275.0,5,watch,potential_manipulation,none,0.25357142857142856,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0405:heuristic (100.0%)
cluster_0406,2,5,2,3,2025-03-27T21:27:00-07:00,2025-03-29T06:56:00-07:00,2009.0,5,watch,potential_manipulation,none,0.25357142857142856,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0406:heuristic (100.0%)
cluster_0408,2,5,0,5,2025-03-28T08:01:00-07:00,2025-03-31T14:33:00-07:00,4712.0,5,watch,potential_manipulation,none,0.25357142857142856,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0408:heuristic (100.0%)
cluster_0420,2,5,0,5,2025-03-27T22:56:00-07:00,2025-03-31T09:14:00-07:00,4938.0,5,watch,potential_manipulation,none,0.25357142857142856,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0420:heuristic (100.0%)
cluster_0424,2,5,0,5,2025-03-29T07:35:00-07:00,2025-03-31T14:04:00-07:00,3269.0,5,watch,potential_manipulation,none,0.25357142857142856,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0424:heuristic (100.0%)
cluster_0475,2,5,0,5,2025-03-28T07:40:00-07:00,2025-03-31T13:59:00-07:00,4699.0,5,watch,potential_manipulation,none,0.25357142857142856,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0475:heuristic (100.0%)
cluster_0147,2,2,1,1,2025-03-30T17:52:00-07:00,2025-03-31T09:05:00-07:00,913.0,2,watch,potential_manipulation,none,0.251765873015873,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0147:heuristic (100.0%)
cluster_0161,2,3,0,3,2025-03-29T15:13:00-07:00,2025-03-30T09:29:00-07:00,1096.0,3,watch,potential_manipulation,none,0.2513492063492064,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0161:heuristic (100.0%)
cluster_0057,2,2,0,2,2025-03-28T04:00:00-07:00,2025-03-28T19:36:00-07:00,936.0,2,watch,potential_manipulation,none,0.24857142857142855,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0057:heuristic (100.0%)
cluster_0088,2,3,0,3,2025-03-30T18:33:00-07:00,2025-03-31T13:44:00-07:00,1151.0,3,watch,potential_manipulation,none,0.2437103174603175,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0088:heuristic (100.0%)
cluster_0271,2,2,0,2,2025-03-30T14:47:00-07:00,2025-03-31T07:09:00-07:00,982.0,2,watch,potential_manipulation,none,0.2421825396825397,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0271:heuristic (100.0%)
cluster_0337,2,2,0,2,2025-03-30T19:09:00-07:00,2025-03-31T11:33:00-07:00,984.0,2,watch,potential_manipulation,none,0.2419047619047619,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0337:heuristic (100.0%)
cluster_0461,2,3,0,3,2025-03-30T19:19:00-07:00,2025-03-31T14:46:00-07:00,1167.0,3,watch,potential_manipulation,none,0.24148809523809522,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0461:heuristic (100.0%)
cluster_0259,2,2,0,2,2025-03-30T20:39:00-07:00,2025-03-31T13:18:00-07:00,999.0,2,watch,potential_manipulation,none,0.23982142857142855,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0259:heuristic (100.0%)
cluster_0442,2,2,0,2,2025-03-30T21:25:00-07:00,2025-03-31T14:09:00-07:00,1004.0,2,watch,potential_manipulation,none,0.2391269841269841,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0442:heuristic (100.0%)
cluster_0399,2,4,0,4,2025-03-30T13:58:00-07:00,2025-03-31T12:48:00-07:00,1370.0,4,watch,potential_manipulation,none,0.23829365079365075,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0399:heuristic (100.0%)
cluster_0239,2,2,0,2,2025-03-30T16:20:00-07:00,2025-03-31T09:26:00-07:00,1026.0,2,watch,potential_manipulation,none,0.23607142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0239:heuristic (100.0%)
cluster_0469,2,2,0,2,2025-03-30T18:02:00-07:00,2025-03-31T11:12:00-07:00,1030.0,2,watch,potential_manipulation,none,0.23551587301587296,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0469:heuristic (100.0%)
cluster_0108,2,2,0,2,2025-03-30T06:22:00-07:00,2025-03-30T23:40:00-07:00,1038.0,2,watch,potential_manipulation,none,0.2344047619047619,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0108:heuristic (100.0%)
cluster_0210,2,2,0,2,2025-03-29T16:43:00-07:00,2025-03-30T10:02:00-07:00,1039.0,2,watch,potential_manipulation,none,0.23426587301587296,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0210:heuristic (100.0%)
cluster_0329,2,2,0,2,2025-03-29T14:56:00-07:00,2025-03-30T08:19:00-07:00,1043.0,2,watch,potential_manipulation,none,0.23371031746031748,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0329:heuristic (100.0%)
cluster_0128,2,2,0,2,2025-03-30T17:39:00-07:00,2025-03-31T11:34:00-07:00,1075.0,2,watch,potential_manipulation,none,0.22926587301587295,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0128:heuristic (100.0%)
cluster_0193,2,2,1,1,2025-03-30T17:35:00-07:00,2025-03-31T11:30:00-07:00,1075.0,2,watch,potential_manipulation,none,0.22926587301587295,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0193:heuristic (100.0%)
cluster_0055,2,4,0,4,2025-03-28T12:59:00-07:00,2025-03-30T18:53:00-07:00,3234.0,4,watch,potential_manipulation,none,0.22857142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0055:heuristic (100.0%)
cluster_0056,2,4,0,4,2025-03-27T22:21:00-07:00,2025-03-31T14:28:00-07:00,5287.0,4,watch,potential_manipulation,none,0.22857142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0056:heuristic (100.0%)
cluster_0061,2,4,0,4,2025-03-27T17:53:00-07:00,2025-03-31T14:19:00-07:00,5546.0,4,watch,potential_manipulation,none,0.22857142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0061:heuristic (100.0%)
cluster_0064,2,4,0,4,2025-03-28T11:59:00-07:00,2025-03-30T17:48:00-07:00,3229.0,4,watch,potential_manipulation,none,0.22857142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0064:heuristic (100.0%)
cluster_0082,2,4,0,4,2025-03-28T21:22:00-07:00,2025-03-30T07:42:00-07:00,2060.0,4,watch,potential_manipulation,none,0.22857142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0082:heuristic (100.0%)
cluster_0127,2,4,0,4,2025-03-28T08:47:00-07:00,2025-03-30T16:28:00-07:00,3341.0,4,watch,potential_manipulation,none,0.22857142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0127:heuristic (100.0%)
cluster_0145,2,4,2,2,2025-03-29T07:42:00-07:00,2025-03-31T12:37:00-07:00,3175.0,4,watch,potential_manipulation,none,0.22857142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0145:heuristic (100.0%)
cluster_0158,2,4,0,4,2025-03-27T18:34:00-07:00,2025-03-31T14:26:00-07:00,5512.0,4,watch,potential_manipulation,none,0.22857142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0158:heuristic (100.0%)
cluster_0162,2,4,0,4,2025-03-28T12:30:00-07:00,2025-03-30T21:45:00-07:00,3435.0,4,watch,potential_manipulation,none,0.22857142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0162:heuristic (100.0%)
cluster_0171,2,4,0,4,2025-03-28T21:32:00-07:00,2025-03-30T08:21:00-07:00,2089.0,4,watch,potential_manipulation,none,0.22857142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0171:heuristic (100.0%)
cluster_0172,2,4,0,4,2025-03-28T07:36:00-07:00,2025-03-31T09:36:00-07:00,4440.0,4,watch,potential_manipulation,none,0.22857142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0172:heuristic (100.0%)
cluster_0183,2,4,0,4,2025-03-28T11:56:00-07:00,2025-03-31T12:00:00-07:00,4324.0,4,watch,potential_manipulation,none,0.22857142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0183:heuristic (100.0%)
cluster_0184,2,4,0,3,2025-03-29T06:20:00-07:00,2025-03-30T20:56:00-07:00,2316.0,4,watch,potential_manipulation,none,0.22857142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0184:heuristic (100.0%)
cluster_0189,2,4,0,4,2025-03-28T16:18:00-07:00,2025-03-31T11:55:00-07:00,4057.0,4,watch,potential_manipulation,none,0.22857142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0189:heuristic (100.0%)
cluster_0194,2,4,0,4,2025-03-28T13:24:00-07:00,2025-03-31T08:40:00-07:00,4036.0,4,watch,potential_manipulation,none,0.22857142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0194:heuristic (100.0%)
cluster_0200,2,4,0,4,2025-03-29T18:44:00-07:00,2025-03-31T08:32:00-07:00,2268.0,4,watch,potential_manipulation,none,0.22857142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0200:heuristic (100.0%)
cluster_0203,2,4,0,4,2025-03-28T11:34:00-07:00,2025-03-30T08:45:00-07:00,2711.0,4,watch,potential_manipulation,none,0.22857142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0203:heuristic (100.0%)
cluster_0217,2,4,0,4,2025-03-27T16:39:00-07:00,2025-03-31T12:59:00-07:00,5540.0,4,watch,potential_manipulation,none,0.22857142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0217:heuristic (100.0%)
cluster_0220,2,4,2,2,2025-03-27T11:31:00-07:00,2025-03-30T10:48:00-07:00,4277.0,4,watch,potential_manipulation,none,0.22857142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0220:heuristic (100.0%)
cluster_0233,2,4,0,4,2025-03-28T12:56:00-07:00,2025-03-30T15:05:00-07:00,3009.0,4,watch,potential_manipulation,none,0.22857142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0233:heuristic (100.0%)
cluster_0256,2,4,0,4,2025-03-26T19:53:00-07:00,2025-03-31T14:42:00-07:00,6889.0,4,watch,potential_manipulation,none,0.22857142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0256:heuristic (100.0%)
cluster_0257,2,4,0,4,2025-03-28T08:09:00-07:00,2025-03-31T13:13:00-07:00,4624.0,4,watch,potential_manipulation,none,0.22857142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0257:heuristic (100.0%)
cluster_0260,2,4,0,4,2025-03-28T14:02:00-07:00,2025-03-30T01:13:00-07:00,2111.0,4,watch,potential_manipulation,none,0.22857142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0260:heuristic (100.0%)
cluster_0293,2,4,0,4,2025-03-27T19:27:00-07:00,2025-03-31T08:09:00-07:00,5082.0,4,watch,potential_manipulation,none,0.22857142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0293:heuristic (100.0%)
cluster_0315,2,4,0,4,2025-03-28T09:11:00-07:00,2025-03-30T21:07:00-07:00,3596.0,4,watch,potential_manipulation,none,0.22857142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0315:heuristic (100.0%)
cluster_0326,2,4,1,3,2025-03-27T12:25:00-07:00,2025-03-28T21:52:00-07:00,2007.0,4,watch,potential_manipulation,none,0.22857142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0326:heuristic (100.0%)
cluster_0349,2,4,1,3,2025-03-28T04:20:00-07:00,2025-03-31T12:27:00-07:00,4807.0,4,watch,potential_manipulation,none,0.22857142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0349:heuristic (100.0%)
cluster_0359,2,4,0,4,2025-03-29T17:38:00-07:00,2025-03-30T20:01:00-07:00,1583.0,4,watch,potential_manipulation,none,0.22857142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0359:heuristic (100.0%)
cluster_0364,2,4,0,4,2025-03-27T20:34:00-07:00,2025-03-31T14:16:00-07:00,5382.0,4,watch,potential_manipulation,none,0.22857142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0364:heuristic (100.0%)
cluster_0365,2,4,0,4,2025-03-27T19:07:00-07:00,2025-03-30T18:31:00-07:00,4284.0,4,watch,potential_manipulation,none,0.22857142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0365:heuristic (100.0%)
cluster_0385,2,4,0,4,2025-03-29T18:18:00-07:00,2025-03-31T13:09:00-07:00,2571.0,4,watch,potential_manipulation,none,0.22857142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0385:heuristic (100.0%)
cluster_0392,2,4,1,3,2025-03-28T17:03:00-07:00,2025-03-29T20:04:00-07:00,1621.0,4,watch,potential_manipulation,none,0.22857142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0392:heuristic (100.0%)
cluster_0415,2,4,0,4,2025-03-28T06:09:00-07:00,2025-03-31T12:12:00-07:00,4683.0,4,watch,potential_manipulation,none,0.22857142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0415:heuristic (100.0%)
cluster_0468,2,4,0,4,2025-03-27T19:12:00-07:00,2025-03-31T11:17:00-07:00,5285.0,4,watch,potential_manipulation,none,0.22857142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0468:heuristic (100.0%)
cluster_0476,2,4,0,4,2025-03-30T11:39:00-07:00,2025-03-31T14:39:00-07:00,1620.0,4,watch,potential_manipulation,none,0.22857142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0476:heuristic (100.0%)
cluster_0327,2,2,0,2,2025-03-30T20:24:00-07:00,2025-03-31T14:33:00-07:00,1089.0,2,watch,potential_manipulation,none,0.22732142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0327:heuristic (100.0%)
cluster_0407,2,3,0,3,2025-03-30T17:18:00-07:00,2025-03-31T14:29:00-07:00,1271.0,3,watch,potential_manipulation,none,0.2270436507936508,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0407:heuristic (100.0%)
cluster_0102,2,2,0,2,2025-03-30T20:14:00-07:00,2025-03-31T14:35:00-07:00,1101.0,2,watch,potential_manipulation,none,0.22565476190476189,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0102:heuristic (100.0%)
cluster_0309,2,3,0,3,2025-03-29T22:03:00-07:00,2025-03-30T19:47:00-07:00,1304.0,3,watch,potential_manipulation,none,0.22246031746031747,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0309:heuristic (100.0%)
cluster_0096,2,2,0,2,2025-03-30T18:34:00-07:00,2025-03-31T13:36:00-07:00,1142.0,2,watch,potential_manipulation,none,0.21996031746031747,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0096:heuristic (100.0%)
cluster_0302,2,2,0,2,2025-03-30T16:28:00-07:00,2025-03-31T11:39:00-07:00,1151.0,2,watch,potential_manipulation,none,0.21871031746031747,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0302:heuristic (100.0%)
cluster_0241,2,2,0,2,2025-03-30T17:05:00-07:00,2025-03-31T12:22:00-07:00,1157.0,2,watch,potential_manipulation,none,0.21787698412698409,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0241:heuristic (100.0%)
cluster_0434,2,2,0,2,2025-03-30T10:54:00-07:00,2025-03-31T06:28:00-07:00,1174.0,2,watch,potential_manipulation,none,0.215515873015873,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0434:heuristic (100.0%)
